property_id,formatted_address,zip_code,style,beds,full_baths,half_baths,sqft,list_price,sold_price,age
7606010751,"400 W Ontario St Apt 1603, Chicago, IL, 60654",60654,CONDOS,2,2,1,1817,519900,492500,25
8267994027,"2743 N Mozart St, Chicago, IL, 60647",60647,SINGLE_FAMILY,5,3,1,3600,1299000,1315000,10
7058404053,"1959 W Berwyn Ave, Chicago, IL, 60640",60640,SINGLE_FAMILY,4,3,1,4080,1250000,1375000,19
7686666695,"4716 N Lamon Ave, Chicago, IL, 60630",60630,TOWNHOMES,3,3,1,2100,439990,455000,20
8792860034,"2145 W 32nd St, Chicago, IL, 60608",60608,SINGLE_FAMILY,3,3,1,3060,729000,750000,11
9487637646,"1016 N Hermitage Ave Unit 1, Chicago, IL, 60622",60622,CONDOS,4,2,1,2500,1049000,1049000,0
7126329470,"1970 N Burling St, Chicago, IL, 60614",60614,SINGLE_FAMILY,5,6,1,7800,6995000,6750000,15
9815681487,"210 E Pearson St Apt 11A, Chicago, IL, 60611",60611,CONDOS,2,1,1,1450,475000,450000,98
7957625468,"8535 S Sacramento Ave, Chicago, IL, 60652",60652,SINGLE_FAMILY,3,2,1,1800,275000,320000,72
8440632497,"1030 E 49th St, Chicago, IL, 60615",60615,SINGLE_FAMILY,5,3,1,4000,1975000,1750000,133
8768512260,"1713 W Thome Ave, Chicago, IL, 60660",60660,TOWNHOMES,3,1,2,1200,310000,285000,61
8027297739,"4619 N Springfield Ave, Chicago, IL, 60625",60625,SINGLE_FAMILY,3,1,1,1500,440000,480000,116
7564551766,"3019 N Allen Ave, Chicago, IL, 60618",60618,SINGLE_FAMILY,4,3,1,2410,899000,885000,11
7512626243,"1307 W Wrightwood Ave Apt 201, Chicago, IL, 60614",60614,CONDOS,5,3,1,4370,2399000,2295000,14
8579241319,"8907 S Luella Ave, Chicago, IL, 60617",60617,SINGLE_FAMILY,4,2,1,1600,290000,294000,78
7187481537,"1718 N Mohawk St, Chicago, IL, 60614",60614,SINGLE_FAMILY,7,5,2,6500,4750000,4534000,10
7172380607,"500 W Superior St Unit 808, Chicago, IL, 60654",60654,CONDOS,2,1,1,912,330000,304000,53
8111355213,"58 W Schiller St, Chicago, IL, 60610",60610,TOWNHOMES,3,2,1,1600,899000,899000,56
9165796448,"2354 W Farragut Ave Apt 404, Chicago, IL, 60625",60625,CONDOS,4,2,1,2011,895000,895000,1
8029185552,"2242 W Lawrence Ave Unit 203, Chicago, IL, 60625",60625,CONDOS,3,2,1,1800,985000,965000,5
7939312849,"2540 W Berteau Ave, Chicago, IL, 60618",60618,SINGLE_FAMILY,4,4,1,4000,1750000,1700000,0
7392337866,"6847 W Shakespeare Ave, Chicago, IL, 60707",60707,SINGLE_FAMILY,3,3,1,2400,469900,475000,88
8588767247,"5129 N Normandy Ave, Chicago, IL, 60656",60656,SINGLE_FAMILY,3,1,1,1100,350000,325000,69
7996794785,"6 N Michigan Ave Unit 1508, Chicago, IL, 60602",60602,CONDOS,2,2,1,1850,635000,580000,127
8891460704,"2757 N Kenmore Ave, Chicago, IL, 60614",60614,SINGLE_FAMILY,3,3,1,4605,1499000,1555000,35
7964719051,"1806 N Spaulding Ave, Chicago, IL, 60647",60647,TOWNHOMES,3,2,1,1902,525000,540000,19
8078195313,"3512 W 84th St, Chicago, IL, 60652",60652,SINGLE_FAMILY,3,1,1,1344,199900,216750,81
7669339527,"2450 N Janssen Ave, Chicago, IL, 60614",60614,SINGLE_FAMILY,4,2,1,3800,1269000,1250000,39
7500937640,"8246 S Morgan St, Chicago, IL, 60620",60620,SINGLE_FAMILY,5,2,1,1781,234999,220000,106
7717519074,"3445 W 114th St, Chicago, IL, 60655",60655,SINGLE_FAMILY,4,2,1,2287,629000,632000,23
8066187456,"8240 S Champlain Ave, Chicago, IL, 60619",60619,SINGLE_FAMILY,5,2,2,2700,314500,314500,101
7047969221,"2531 W Lunt Ave, Chicago, IL, 60645",60645,MULTI_FAMILY,6,4,1,3440,598500,652000,70
8348978364,"1825 N Winnebago Ave Apt 404, Chicago, IL, 60647",60647,CONDOS,3,2,1,1945,659900,659900,20
7697201095,"5705 N Oketo Ave, Chicago, IL, 60631",60631,SINGLE_FAMILY,3,1,1,1104,399000,390000,64
8450647924,"2138 W Haddon Ave, Chicago, IL, 60622",60622,SINGLE_FAMILY,2,2,1,3100,1100000,1100000,135
8885366516,"716 W Schubert Ave, Chicago, IL, 60614",60614,SINGLE_FAMILY,10,7,4,10940,4695000,4425000,14
7579217212,"225 N Columbus Dr Unit 7408, Chicago, IL, 60601",60601,CONDOS,2,2,1,1547,850000,849000,16
8989524825,"820 W Lill Ave, Chicago, IL, 60614",60614,SINGLE_FAMILY,3,3,1,3186,1400000,1450000,135
8785002086,"161 E Chicago Ave Unit 49B, Chicago, IL, 60611",60611,CONDOS,2,2,1,1850,850000,840000,40
7632853204,"223 W Lake St Unit 4N, Chicago, IL, 60606",60606,CONDOS,3,3,1,2700,1225000,1175000,130
7337467634,"2903 N Wolcott Ave Unit C, Chicago, IL, 60657",60657,SINGLE_FAMILY,4,2,1,2000,875000,915000,30
7949538239,"3257 N Nottingham Ave, Chicago, IL, 60634",60634,SINGLE_FAMILY,4,2,1,3273,567000,580200,64
8559908030,"629 W Schubert Ave, Chicago, IL, 60614",60614,SINGLE_FAMILY,5,5,1,5800,3350000,3350000,17
8445102695,"1473 N Larrabee St Unit A, Chicago, IL, 60610",60610,CONDOS,2,1,1,1088,359000,381000,28
7587186958,"4443 N Francisco Ave, Chicago, IL, 60625",60625,SINGLE_FAMILY,4,2,1,2400,1200000,1200000,111
7442928018,"5420 N Lowell Ave, Chicago, IL, 60630",60630,SINGLE_FAMILY,4,3,1,3295,949999,950000,26
7463451434,"2947 W Jarlath St, Chicago, IL, 60645",60645,SINGLE_FAMILY,5,4,1,3132,1200000,1200000,77
7476198801,"653 N Kingsbury St Apt 1006, Chicago, IL, 60654",60654,CONDOS,1,1,1,800,324999,347500,22
7507818541,"17 W Brayton St, Chicago, IL, 60628",60628,SINGLE_FAMILY,2,1,1,1100,229000,229000,73
8621502489,"1356 W Fletcher St, Chicago, IL, 60657",60657,TOWNHOMES,3,2,1,1800,725000,815000,32
8560858725,"9606 S Vanderpoel Ave, Chicago, IL, 60643",60643,SINGLE_FAMILY,4,1,1,2182,445000,435000,114
8725627904,"2131 W Huron St, Chicago, IL, 60612",60612,SINGLE_FAMILY,5,3,1,4200,1675000,1635000,6
7720948947,"3342 N Nottingham Ave, Chicago, IL, 60634",60634,SINGLE_FAMILY,3,2,1,2200,469900,455000,70
7561758990,"2732 W Chase Ave, Chicago, IL, 60645",60645,SINGLE_FAMILY,4,3,1,2298,775000,801000,72
7101739269,"534 W Eugenie St, Chicago, IL, 60614",60614,TOWNHOMES,2,1,1,1108,550000,530000,51
8103148210,"1325 N State Pkwy Apt 16E, Chicago, IL, 60610",60610,CONDOS,2,2,1,1650,450000,450000,62
7839799390,"9 W Walton St Apt 601, Chicago, IL, 60610",60610,CONDOS,2,2,1,2610,3150000,3000000,7
7206231319,"2814 W North Ave Unit 2W, Chicago, IL, 60647",60647,CONDOS,3,2,1,2100,594900,604000,10
9222580218,"6233 S Greenwood Ave, Chicago, IL, 60637",60637,SINGLE_FAMILY,4,3,1,3000,865000,865000,4
8501671665,"3638 N Richmond St, Chicago, IL, 60618",60618,SINGLE_FAMILY,4,4,1,4330,1469000,1469000,0
8253715457,"6022 W Byron St, Chicago, IL, 60634",60634,SINGLE_FAMILY,3,2,1,1465,439900,444900,108
7509990574,"800 N Michigan Ave Apt 5003, Chicago, IL, 60611",60611,CONDOS,2,2,1,2000,1199000,1000000,25
8625677497,"5608 S Spaulding Ave, Chicago, IL, 60629",60629,SINGLE_FAMILY,2,2,1,924,290000,295000,102
8261539379,"1903 N Oakley Ave, Chicago, IL, 60647",60647,SINGLE_FAMILY,3,2,1,2328,1099000,1200000,146
7948401184,"7432 S King Dr, Chicago, IL, 60619",60619,SINGLE_FAMILY,4,2,1,2200,359000,367000,122
8994230668,"8258 S Marshfield Ave, Chicago, IL, 60620",60620,SINGLE_FAMILY,3,1,1,1408,154900,170000,84
8904088908,"5547 N California Ave, Chicago, IL, 60625",60625,SINGLE_FAMILY,3,1,1,1500,395000,410000,72
8862317455,"11340 S Drake Ave, Chicago, IL, 60655",60655,SINGLE_FAMILY,3,1,1,1144,329000,335000,60
9933487577,"312 N May St Apt 2IJ, Chicago, IL, 60607",60607,CONDOS,3,2,1,3346,875000,835000,100
8471028360,"2145 W Crystal St Unit 2, Chicago, IL, 60622",60622,CONDOS,4,3,1,2000,739000,755000,23
8550155879,"2716 S Wells St, Chicago, IL, 60616",60616,MULTI_FAMILY,6,3,2,2544,688000,693000,52
8372535485,"12901 S Marquette Ave, Chicago, IL, 60633",60633,SINGLE_FAMILY,3,1,1,1608,260000,260000,67
7477583266,"8348 S Saint Lawrence Ave, Chicago, IL, 60619",60619,SINGLE_FAMILY,3,1,1,1565,144000,130000,76
9526029674,"3135 N Karlov Ave, Chicago, IL, 60641",60641,TOWNHOMES,3,2,1,2304,699900,715000,5
7191184288,"3800 N Christiana Ave, Chicago, IL, 60618",60618,SINGLE_FAMILY,3,3,1,2231,980000,980000,11
9915969756,"2817 N Christiana Ave, Chicago, IL, 60618",60618,SINGLE_FAMILY,3,3,1,3234,1225000,1335000,4
8401325855,"5922 W Dakin St, Chicago, IL, 60634",60634,SINGLE_FAMILY,4,1,1,1188,399000,400000,118
8442689124,"1825 W Wabansia Ave, Chicago, IL, 60622",60622,SINGLE_FAMILY,3,3,2,4000,2575000,2500000,134
7413258732,"2462 N Linden Pl, Chicago, IL, 60647",60647,SINGLE_FAMILY,5,2,1,2454,924800,967333,120
8613482177,"340 E Randolph St Unit 404, Chicago, IL, 60601",60601,CONDOS,2,2,1,1687,599900,599000,18
7156299573,"757 N Orleans St Apt 1504, Chicago, IL, 60654",60654,CONDOS,2,1,1,1171,450000,425000,17
8490737000,"3645 W Eddy St, Chicago, IL, 60618",60618,SINGLE_FAMILY,3,3,1,2200,789000,845000,105
8422586455,"1904 N Springfield Ave, Chicago, IL, 60647",60647,SINGLE_FAMILY,4,3,1,2397,695000,672000,9
7640734785,"11218 S Avenue G, Chicago, IL, 60617",60617,SINGLE_FAMILY,3,2,1,1300,264000,266000,75
8788417348,"2955 N Lotus Ave, Chicago, IL, 60641",60641,SINGLE_FAMILY,3,1,1,1200,335000,335000,94
8986383451,"1448 N Mohawk St, Chicago, IL, 60610",60610,SINGLE_FAMILY,3,3,1,2650,1125000,1110000,28
8165872322,"474 N Lake Shore Dr Apt 4808, Chicago, IL, 60611",60611,CONDOS,3,2,1,1600,555000,535000,34
7374289074,"806 S May St, Chicago, IL, 60607",60607,TOWNHOMES,3,1,1,1400,449999,449999,46
8513943532,"1911 N Fremont St, Chicago, IL, 60614",60614,SINGLE_FAMILY,6,4,2,6000,3550000,3600000,24
7473410153,"923 N Pine Ave, Chicago, IL, 60651",60651,SINGLE_FAMILY,3,2,1,1512,229000,236082,124
7208789098,"2230 S Ridgeway Ave, Chicago, IL, 60623",60623,SINGLE_FAMILY,4,2,1,2800,399900,410000,37
8317734494,"7704 S Homan Ave, Chicago, IL, 60652",60652,SINGLE_FAMILY,4,1,1,1165,115000,140000,72
7030760947,"5320 N Oriole Ave, Chicago, IL, 60656",60656,SINGLE_FAMILY,4,2,1,2250,724900,705000,87
8873228153,"10035 S Yates Blvd, Chicago, IL, 60617",60617,SINGLE_FAMILY,4,1,1,1380,143000,125000,83
8688043350,"1914 W Melrose St, Chicago, IL, 60657",60657,SINGLE_FAMILY,4,3,1,4300,1770000,1740000,21
8469820656,"1957 N Maud Ave, Chicago, IL, 60614",60614,SINGLE_FAMILY,4,4,1,4000,1769900,1675800,38
9201848269,"5114 S Kenwood Ave Unit 3A, Chicago, IL, 60615",60615,CONDOS,3,2,1,1898,875000,903952,0
8395832902,"3845 S Winchester Ave, Chicago, IL, 60609",60609,SINGLE_FAMILY,3,3,2,7400,2000000,1950000,103
8669708507,"3254 N Leavitt St, Chicago, IL, 60618",60618,SINGLE_FAMILY,2,2,1,1000,1700000,1750000,55
8998097552,"8620 S Normal Ave, Chicago, IL, 60620",60620,SINGLE_FAMILY,3,2,2,2500,429999,429000,20
9444342980,"5114 S Kenwood Ave Unit 1B, Chicago, IL, 60615",60615,CONDOS,3,3,1,1776,850000,850000,0
7286448508,"3711 W 68th Pl, Chicago, IL, 60629",60629,SINGLE_FAMILY,4,1,1,2341,249900,249000,69
8785955320,"1616 S Indiana Ave Unit A2, Chicago, IL, 60616",60616,TOWNHOMES,2,2,1,2100,600000,590000,27
7308339238,"2440 N Lakeview Ave Unit 14E, Chicago, IL, 60614",60614,SINGLE_FAMILY,3,2,1,2200,925000,900000,98
8496264586,"600 N Kingsbury St Apt 1905, Chicago, IL, 60654",60654,CONDOS,2,2,1,1710,645000,630000,23
7698326226,"3253 W Leland Ave Unit 2, Chicago, IL, 60625",60625,CONDOS,3,1,1,1400,369000,383500,105
8123251519,"330 N Clinton St Apt 403, Chicago, IL, 60661",60661,CONDOS,3,2,1,1800,675000,705001,26
8167250246,"3551 W Lyndale St, Chicago, IL, 60647",60647,SINGLE_FAMILY,4,3,1,3700,1295000,1285000,3
7495307793,"2217 N Oakley Ave Apt 1N, Chicago, IL, 60647",60647,CONDOS,2,2,1,1500,535000,528000,23
8455405737,"5824 N Fairfield Ave, Chicago, IL, 60659",60659,SINGLE_FAMILY,3,3,1,3200,650000,643000,105
7622264879,"34 N Lorel Ave, Chicago, IL, 60644",60644,SINGLE_FAMILY,3,1,1,1704,179900,186000,122
8550225671,"415 E North Water St Apt 806, Chicago, IL, 60611",60611,CONDOS,1,1,1,1356,535000,535000,20
7694341370,"6825 W 64th Pl, Chicago, IL, 60638",60638,SINGLE_FAMILY,3,3,1,2400,525000,530000,19
8724009664,"1212 W School St, Chicago, IL, 60657",60657,TOWNHOMES,3,2,1,2200,870000,975000,35
8788309219,"7501 S Aberdeen Ave, Chicago, IL, 60620",60620,SINGLE_FAMILY,3,1,1,1400,275000,275000,100
8115183059,"1759 W Surf St, Chicago, IL, 60657",60657,SINGLE_FAMILY,5,4,1,4900,2100000,2075000,19
7405739939,"1919 S Michigan Ave Unit 412, Chicago, IL, 60616",60616,CONDOS,1,1,1,707,249000,261000,20
7565991900,"9117 S Brandon Ave, Chicago, IL, 60617",60617,SINGLE_FAMILY,2,1,1,1000,129900,128000,44
7911088038,"1910 N Dayton St, Chicago, IL, 60614",60614,SINGLE_FAMILY,4,6,1,5200,4100000,4100000,0
8147104596,"4427 N Kenneth Ave, Chicago, IL, 60630",60630,SINGLE_FAMILY,3,1,1,2016,425000,415000,115
7226119137,"1515 N Wells St Apt 7D, Chicago, IL, 60610",60610,CONDOS,1,1,1,1100,325000,335000,24
8366601852,"10043 S Artesian Ave, Chicago, IL, 60655",60655,SINGLE_FAMILY,4,2,1,2515,499900,499900,78
8097933423,"1160 S Michigan Ave Apt 4501, Chicago, IL, 60605",60605,CONDOS,3,3,1,3105,1299000,1200000,18
8370855793,"4917 N Pulaski Rd Unit 1N, Chicago, IL, 60630",60630,CONDOS,3,2,1,1850,259900,245000,100
8571819987,"195 N Harbor Dr Apt 2602, Chicago, IL, 60601",60601,CONDOS,3,2,1,1600,734900,725000,34
8806702851,"1020 W Armitage Ave Apt 3A, Chicago, IL, 60614",60614,CONDOS,2,2,1,1600,950000,1070000,30
8034509662,"6033 N Jersey Ave, Chicago, IL, 60659",60659,SINGLE_FAMILY,4,3,1,3300,799000,780000,18
8325268481,"55 E Erie St Apt 3501, Chicago, IL, 60611",60611,CONDOS,3,3,1,3375,2295000,2175000,21
8077411595,"229 E Lake Shore Dr Unit 8E, Chicago, IL, 60611",60611,SINGLE_FAMILY,3,3,1,3600,2495000,2225000,103
7900837581,"5650 W Grace St, Chicago, IL, 60634",60634,SINGLE_FAMILY,4,3,1,3575,715000,715000,112
7870519675,"2015 N Howe St, Chicago, IL, 60614",60614,SINGLE_FAMILY,5,4,1,6000,3500000,3450000,20
8860789551,"11415 S Drake Ave, Chicago, IL, 60655",60655,SINGLE_FAMILY,2,2,1,1156,339900,334900,60
8073570668,"2625 N Mango Ave, Chicago, IL, 60639",60639,SINGLE_FAMILY,3,2,1,1545,469000,469000,95
7259264120,"5400 S Hyde Park Blvd Apt 10C, Chicago, IL, 60615",60615,TOWNHOMES,4,3,1,2700,519000,525000,46
7172887013,"1330 E Hyde Park Blvd, Chicago, IL, 60615",60615,TOWNHOMES,5,4,1,3965,1300000,1222680,0
7818025505,"6627 N Francisco Ave, Chicago, IL, 60645",60645,SINGLE_FAMILY,3,2,1,2000,445000,470000,77
8868410512,"3180 N Lake Shore Dr Apt 15A, Chicago, IL, 60657",60657,CONDOS,4,2,1,2000,650000,620000,67
8230863913,"6248 N Keating Ave, Chicago, IL, 60646",60646,SINGLE_FAMILY,4,2,1,2800,899900,945000,70
8736985273,"6242 N Sauganash Ave, Chicago, IL, 60646",60646,SINGLE_FAMILY,5,3,1,3914,1650000,1540000,87
8314380894,"5338 S Shore Dr, Chicago, IL, 60615",60615,TOWNHOMES,5,4,1,3300,1349900,1305000,27
8524789848,"5316 N Wayne Ave, Chicago, IL, 60640",60640,SINGLE_FAMILY,5,3,2,4800,1699900,1699900,115
8737439465,"5807 N Ozark Ave, Chicago, IL, 60631",60631,SINGLE_FAMILY,2,1,1,1028,415000,430000,67
8216184037,"4821 W Medill Ave, Chicago, IL, 60639",60639,MULTI_FAMILY,4,2,1,970,450000,450000,100
8241978367,"4450 S Prairie Ave, Chicago, IL, 60653",60653,SINGLE_FAMILY,5,3,1,4801,714777,713000,137
7418104896,"9528 S Wentworth Ave, Chicago, IL, 60628",60628,SINGLE_FAMILY,3,1,1,1191,140000,125000,54
7028445903,"6158 S Austin Ave, Chicago, IL, 60638",60638,SINGLE_FAMILY,5,2,1,3507,475000,475000,78
7067822185,"9115 S May St, Chicago, IL, 60620",60620,SINGLE_FAMILY,4,2,1,1600,339900,330000,82
9430689130,"4456 N Greenview Ave, Chicago, IL, 60640",60640,SINGLE_FAMILY,4,3,1,3400,1650000,1600000,0
7239191778,"1221 N Dearborn St Apt 609S, Chicago, IL, 60610",60610,CONDOS,2,1,1,1200,359000,340000,53
7953147777,"9833 S Marquette Ave, Chicago, IL, 60617",60617,SINGLE_FAMILY,3,1,1,1132,235000,223000,64
7619986063,"3334 N Odell Ave, Chicago, IL, 60634",60634,SINGLE_FAMILY,3,3,1,2708,725000,750000,22
7947563663,"6721 S Ada St, Chicago, IL, 60636",60636,SINGLE_FAMILY,4,2,1,2476,310000,310000,100
7168561476,"320 W 23rd Pl Unit C, Chicago, IL, 60616",60616,TOWNHOMES,4,1,1,1920,418000,415000,38
7918133655,"5510 S Cornell Ave Unit E, Chicago, IL, 60637",60637,TOWNHOMES,3,2,1,2186,585000,565000,35
7677333273,"2733 W Windsor Ave, Chicago, IL, 60625",60625,SINGLE_FAMILY,3,3,1,3643,950000,931750,105
8885454926,"1300 N Lake Shore Dr Unit 20AB, Chicago, IL, 60610",60610,CONDOS,3,3,1,3500,1100000,1000000,62
8644404932,"3619 N Hoyne Ave, Chicago, IL, 60618",60618,SINGLE_FAMILY,6,4,2,5000,2695000,2680000,0
7923050406,"2100 N Lincoln Park W Apt 12DS, Chicago, IL, 60614",60614,CONDOS,2,2,1,1765,450000,400000,111
7123856038,"1304 N Hoyne Ave Unit 1, Chicago, IL, 60622",60622,CONDOS,3,2,1,2400,970000,940000,138
7744614563,"9644 S Crandon Ave, Chicago, IL, 60617",60617,SINGLE_FAMILY,3,1,1,1057,110000,123000,77
7195097456,"5950 N Kostner Ave, Chicago, IL, 60646",60646,SINGLE_FAMILY,4,2,1,2706,749900,726680,83
8658946997,"4807 S Champlain Ave, Chicago, IL, 60615",60615,SINGLE_FAMILY,4,2,1,2475,305000,305000,145
8769991158,"3700 N Lake Shore Dr Apt 312, Chicago, IL, 60613",60613,CONDOS,2,2,1,1600,595000,590000,45
7508795679,"5632 S Blackstone Ave, Chicago, IL, 60637",60637,SINGLE_FAMILY,5,3,1,4215,1400000,1270000,135
7037093893,"2430 N Lakeview Ave Unit 11-12, Chicago, IL, 60614",60614,TOWNHOMES,5,4,1,5600,2000000,1187500,98
8737439465,"5807 N Ozark Ave, Chicago, IL, 60631",60631,SINGLE_FAMILY,2,1,1,1028,415000,430000,67
8894948052,"2147 W Churchill St, Chicago, IL, 60647",60647,CONDOS,4,4,1,2800,1000000,1100000,23
8995450110,"2236 W Fletcher St, Chicago, IL, 60618",60618,SINGLE_FAMILY,5,4,2,4222,1695000,1695000,10
8076882262,"1059 W Winona St, Chicago, IL, 60640",60640,TOWNHOMES,3,2,1,1668,429000,422000,34
7944163016,"3415 S Emerald Ave, Chicago, IL, 60616",60616,MULTI_FAMILY,5,2,1,1900,629900,638000,105
7876823304,"450 E Waterside Dr Unit 1902, Chicago, IL, 60601",60601,CONDOS,2,2,1,2215,1298000,1050000,18
7169745243,"5305 N Northwest Hwy, Chicago, IL, 60630",60630,SINGLE_FAMILY,4,2,1,1224,393000,393000,108
8859512360,"9615 S Leavitt St, Chicago, IL, 60643",60643,SINGLE_FAMILY,3,1,1,1636,449900,470000,96
7019236141,"8342 S Paulina Ave, Chicago, IL, 60620",60620,SINGLE_FAMILY,3,2,1,1700,319900,324000,96
7918756570,"3356 N New England Ave, Chicago, IL, 60634",60634,SINGLE_FAMILY,3,1,1,1454,435000,410000,86
7045667844,"1615 W Superior St, Chicago, IL, 60622",60622,SINGLE_FAMILY,5,4,1,3400,1100000,995000,19
8149100510,"3145 N Normandy Ave, Chicago, IL, 60634",60634,SINGLE_FAMILY,3,2,1,1200,399900,400000,56
7158530640,"2835-37 W 24th Blvd, Chicago, IL, 60623",60623,MULTI_FAMILY,6,3,2,3200,580000,520000,106
7490748263,"1459 W Melrose St Apt 1N, Chicago, IL, 60657",60657,CONDOS,2,2,1,1400,525000,545000,24
8795566324,"1335 N Bosworth Ave Apt 1N, Chicago, IL, 60642",60642,CONDOS,3,2,1,2200,850000,880000,13
8578965936,"4347 N Greenview Ave, Chicago, IL, 60613",60613,SINGLE_FAMILY,4,3,1,3780,1499000,1450000,24
7816001588,"2035 W 110th St, Chicago, IL, 60643",60643,SINGLE_FAMILY,4,1,1,2396,575000,575000,115
7112940330,"3152 N Clifton Ave, Chicago, IL, 60657",60657,TOWNHOMES,3,2,1,1769,699900,820000,27
8016022940,"3721 W Roscoe St, Chicago, IL, 60618",60618,SINGLE_FAMILY,4,3,1,3255,900000,900000,11
7985268054,"1442 W Cuyler Ave, Chicago, IL, 60613",60613,SINGLE_FAMILY,5,4,1,4200,1699900,1699900,129
9587470260,"5486 S Woodlawn Ave Unit 3, Chicago, IL, 60615",60615,CONDOS,3,2,1,2049,1200000,1050000,9
8095744576,"2558 W Bloomingdale Ave, Chicago, IL, 60647",60647,TOWNHOMES,3,2,1,2000,725000,775000,24
7885572913,"2065 N Kedzie Ave Apt 112, Chicago, IL, 60647",60647,CONDOS,3,2,1,1425,500000,525000,18
9479386557,"5114 S Kenwood Ave Unit 4A, Chicago, IL, 60615",60615,CONDOS,3,2,1,1898,900000,949641,0
9496522222,"305 S Racine Ave Ph A, Chicago, IL, 60607",60607,CONDOS,4,4,1,3178,2280000,2150000,3
8696103128,"1701 W 75th Pl, Chicago, IL, 60620",60620,SINGLE_FAMILY,3,1,1,950,79500,86500,53
8858402789,"2837 W Coyle Ave, Chicago, IL, 60645",60645,SINGLE_FAMILY,3,3,1,1970,779000,735000,73
8888630359,"7741 S Bennett Ave, Chicago, IL, 60649",60649,SINGLE_FAMILY,3,3,1,3400,465000,465000,104
9902808348,"3809 N Bell Ave, Chicago, IL, 60618",60618,SINGLE_FAMILY,4,4,2,4944,2600000,2616000,0
8013782094,"5741 S Neenah Ave, Chicago, IL, 60638",60638,SINGLE_FAMILY,3,1,1,1200,380000,380000,49
8692995533,"9438 S Champlain Ave, Chicago, IL, 60619",60619,SINGLE_FAMILY,2,1,1,1216,60000,73000,64
7694550994,"5310 N Spaulding Ave, Chicago, IL, 60625",60625,SINGLE_FAMILY,3,2,1,2062,420000,420000,104
8825263919,"4732 N Anthon Ave, Chicago, IL, 60656",60656,SINGLE_FAMILY,3,2,1,1588,499000,465000,51
7541502062,"2159 N Nordica Ave, Chicago, IL, 60707",60707,SINGLE_FAMILY,3,1,1,1200,369000,375000,110
8845692962,"665 N Carpenter St, Chicago, IL, 60642",60642,TOWNHOMES,4,3,1,2500,850000,925000,25
7557361426,"11028 S Millard Ave, Chicago, IL, 60655",60655,SINGLE_FAMILY,4,3,1,1776,435000,435000,73
8416801187,"10423 S Sawyer Ave, Chicago, IL, 60655",60655,SINGLE_FAMILY,4,2,1,1341,398900,383000,62
8922788891,"7227 W Higgins Ave Unit 404, Chicago, IL, 60656",60656,CONDOS,2,1,1,1300,275000,261500,55
8933478497,"2140 W Armitage Ave Apt 3W, Chicago, IL, 60647",60647,CONDOS,3,2,1,1600,674999,690000,10
7944360199,"1419 W Birchwood Ave, Chicago, IL, 60626",60626,SINGLE_FAMILY,5,2,2,4210,890000,850000,124
8978997121,"8129 S Richmond St, Chicago, IL, 60652",60652,SINGLE_FAMILY,4,1,1,1451,280000,290000,63
8469276188,"1000 N Lockwood Ave, Chicago, IL, 60651",60651,SINGLE_FAMILY,3,1,1,1868,135200,150000,110
8237276833,"3936 S King Dr, Chicago, IL, 60653",60653,SINGLE_FAMILY,7,4,1,4522,550000,490000,131
9764713851,"2422 W Lyndale St Apt 1E, Chicago, IL, 60647",60647,CONDOS,3,2,1,2200,775000,778000,7
8503149707,"1728 N Mozart St, Chicago, IL, 60647",60647,SINGLE_FAMILY,3,3,1,3000,1050000,1025000,12
8040421649,"5144 W Saint Paul Ave, Chicago, IL, 60639",60639,SINGLE_FAMILY,3,1,1,942,305000,260000,70
8781981527,"1644 W Le Moyne St Unit 1, Chicago, IL, 60622",60622,CONDOS,3,2,1,2400,649900,617500,21
7777335342,"940 N Karlov Ave, Chicago, IL, 60651",60651,SINGLE_FAMILY,4,3,1,3810,579900,579900,0
9621771447,"222 S Oakley Blvd Unit 3, Chicago, IL, 60612",60612,CONDOS,4,3,1,2655,775000,777000,0
8709906751,"6023 S Karlov Ave, Chicago, IL, 60629",60629,SINGLE_FAMILY,5,1,1,1952,344900,340000,70
8638770438,"10606 S Vernon Ave, Chicago, IL, 60628",60628,SINGLE_FAMILY,2,1,1,1200,124900,115000,84
9423179111,"5114 S Kenwood Ave Unit 1A, Chicago, IL, 60615",60615,CONDOS,3,3,1,1880,900000,901400,0
8235474373,"132 E Delaware Pl Apt 6201, Chicago, IL, 60611",60611,CONDOS,3,3,1,4320,1950000,1750000,40
8389602124,"9333 S Oakley Ave, Chicago, IL, 60643",60643,SINGLE_FAMILY,4,3,1,3404,850000,837500,75
9124811985,"5555 N Sheridan Rd Apt 1715, Chicago, IL, 60640",60640,SINGLE_FAMILY,2,2,1,1800,440000,415000,96
7550985156,"630 N State St Apt 2103, Chicago, IL, 60654",60654,CONDOS,2,1,1,900,350000,352000,25
8668410161,"5733 S Neenah Ave, Chicago, IL, 60638",60638,SINGLE_FAMILY,3,3,1,2946,725000,705000,8
7875710311,"3419 N Wolcott Ave Unit 1, Chicago, IL, 60657",60657,CONDOS,3,2,1,1700,525000,535000,112
7065580726,"600 N Lake Shore Dr Apt 2110, Chicago, IL, 60611",60611,CONDOS,1,1,1,1000,425000,450000,17
7885700456,"6718 N Rockwell St, Chicago, IL, 60645",60645,MULTI_FAMILY,6,2,1,2432,650000,630000,102
8076467781,"5528 S Kimbark Ave, Chicago, IL, 60637",60637,SINGLE_FAMILY,3,3,1,3200,1500000,1630000,117
